lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
19020,1573,bitcoin,bitcoin,,1,3,3,pronoun,,80,26.66666667, keychat secure messaging via bitcoin app tool compsci finance compsci security computersci 
5867,2271,blindreads,blindreads,,1,3,3,pronoun,,80,26.66666667, blindreads vision medical engineering engineering 
31493,1169,bovine,bovine,,1,3,3,pronoun,,80,26.66666667, the effects of turmeric and bovine collagen on the regeneration of dugesia chemical drug chemical protein organism mammal cow organism slug planaria biochem cellbio biology 
12538,73,bpa,bpa,,1,3,3,pronoun,,80,26.66666667, effects of bpa on planaria regeneration chemical toxin plastic organic organism slug biochem development biology 
12403,1515,buoyancy,buoyancy,,1,3,3,pronoun,,80,26.66666667, effects of aerodynamics and buoyancy on pendulum motion device physics mechanical transportation physics engineering 
14990,1995,burke,burke,,1,3,3,pronoun,,80,26.66666667, food waste at the burke location nutrition food environment social environment 
279,556,calories,calorie,,1,3,3,pronoun,,80,26.66666667, can zero calories be trusted food nutrition chemistry nutrition biology 
6384,349,camera,camera,,1,3,3,pronoun,,80,26.66666667, camera robot device device electronics engineering electronics robotics engineering 
32748,782,caoh2,caoh2,,1,3,3,pronoun,,80,26.66666667, the rate of reaction of carbon dioxide and caoh2 for the purification of water chemical chemical chemical inorganic health water pure water chemistry environment 
34369,1077,cellphone,cellphone,,1,3,3,pronoun,,80,26.66666667, using energy recycling to improve cellphone battery function device energy electric device phone energy mechanical energy engineering 
28078,803,cellulose,cellulose,,1,3,3,pronoun,,80,26.66666667, the effect of cellulase on removing direct paper dyes chemical chemical enzyme organic cellulose biochem chemistry 
5450,1219,chinese,china,,1,3,3,pronoun,,80,26.66666667, big data analysis public opinions of breast cancer in chinese females disease medical location organ human organism human mammal social statistics medical computersci 
16878,944,cholesterol,cholesterol,,1,3,3,pronoun,,80,26.66666667, how effective are cholesterol lowering supplements chemical nutrition fat organic biochem biology 
27489,1039,chromatography,chromatography,,1,3,3,pronoun,,80,26.66666667, the consistency of varying stationary phases in tlc chromatography chemistry chemistry 
11220,1975,cider,cider,,1,3,3,pronoun,,80,26.66666667, effect of apple cider vinegar solutions on bacterial growth plant fruit chemical acetic organic nutrition fruit food organism microbiology bacteria infectious biochem microbiology biology 
23486,505,concussions,concussion,,1,3,3,pronoun,,80,26.66666667, preventing concussions in contact sports collisions disease neuroscience medical sports mechanical medical engineering 
504,1827,congenic,congenic,,1,3,3,pronoun,,80,26.66666667, engineering of congenic huntington fibroblast cell lines using crispr cellbio disease genetic disease neuroscience medical organ cellbio tool genetic genetics neuroscience biology 
8366,1242,cystic,cystic,,1,3,3,pronoun,,80,26.66666667, curing cystic fibrosis with crispr cas 9 disease medical disease medical drug medical tool genetic tool genetic genetics medical biology 
10255,899,cytokines,cytokine,,1,3,3,pronoun,,80,26.66666667, diverse morphological changes of induced by different cytokines chemical protein biochem physiology biology 
31371,404,d.dorotocephala,d.dorotocephala,,1,3,3,pronoun,,80,26.66666667, the effects of taurine on memory retention in d.dorotocephala chemical drug neuroscience behaviour organism planaria dugesia slug biochem neuroscience biology 
18757,88,dinoflagellates,dinoflagellates,,1,3,3,pronoun,,80,26.66666667, investigation on the bio luminescence of dinoflagellates organism marine microbiology.light ecology biology 
15239,926,e.cigarette,e.cigarette,,1,3,3,pronoun,,80,26.66666667, fruitfly mutations induced by e.cigarette vapor and cigarette smoke chemical toxin device device genetic gene organism insect fruitfly drosophila chemistry health biology 
7253,1774,earthworm,earthworm,,1,3,3,pronoun,,80,26.66666667, comparing effectiveness of bacteria and e.hortensis to degrade pcbs chemical pollute degrade method organism earthworm organism microbiology bacteria microbiology environment environment 
21796,991,electrode,electrode,,1,3,3,pronoun,,80,26.66666667, optimization of a carbon fiber electrode array for neural analysis chemical device organ neuroscience material electronics medical engineering 
22578,2036,emfs,emfs,,1,3,3,pronoun,,80,26.66666667, phony radiation the effect of emfs on plants electric organism ecology biology 
18347,797,enamel,enamel,,1,3,3,pronoun,,80,26.66666667, innovative method for enamel regeneration using lrap and pyrophosphate chemical chemical material method biochem medical biology 
13667,8,endothelial,endothelial,,1,3,3,pronoun,,80,26.66666667, endothelial differentiation of ckit cpcs on fibrin hydrogel scaffold gene protein chemical organic organ blood protein cell bio biology 
13425,148,england,england,,1,3,3,pronoun,,80,26.66666667, electric power load prediction for new england area energy energy location statistics energy engineering 
13941,1276,epigenetic,epigenetic,,1,3,3,pronoun,,80,26.66666667, epigenetic influences in cancer gene genetic disease medical genetics cancer biology 
11537,50,etoh,etoh,,1,3,3,pronoun,,80,26.66666667, effect of fibrin on hmscs exposed to etoh and caffeine chemical chemical plant drug protein alcohol biochem biology 
24524,12,eutrophication,eutrophic,,1,3,3,pronoun,,80,26.66666667, reversing eutrophication understanding the effects of mitigation pollute toxin water environment environment 
2157,1733,exoplanetary,exoplanet,,1,3,3,pronoun,,80,26.66666667, a novel algorithm to increase exoplanetary detection accuracy astronomy astronomy method physics compsci astronomy physics 
13668,8,fibrin,fibrin,,1,3,3,pronoun,,80,26.66666667, endothelial differentiation of ckit cpcs on fibrin hydrogel scaffold gene protein chemical organic organ blood protein cell bio biology 
8369,1242,fibrosis,fibrosis,,1,3,3,pronoun,,80,26.66666667, curing cystic fibrosis with crispr cas 9 disease medical disease medical drug medical tool genetic tool genetic genetics medical biology 
32679,406,fluoridated,fluoridated,,1,3,3,pronoun,,80,26.66666667, the purification of fluoridated water through the implementation of metal oxides chemical chemical chemical health water pure water chemistry safety environment 
2640,743,flux,flux,,1,3,3,pronoun,,80,26.66666667, a study of spectral flux density variation in seds of radio galaxies astronomy physics physics astronomy engineering 
14717,590,forensics,forensics,,1,3,3,pronoun,,80,26.66666667, finding mh370 transportation physics forensics engineering 
34088,6,galaxies,galaxies,,1,3,3,pronoun,,80,26.66666667, unveiling the power of super massive black holes in distant galaxies astronomy physics energy astronomy physics 
29660,1407,garlic,garlic,,1,3,3,pronoun,,80,26.66666667, the effectiveness of garlic on bacteria chemical nutrition food drug organism microbiology bacteria infectious biochem microbiology biology 
2331,2248,glioblastoma,glioblastoma,,1,3,3,pronoun,,80,26.66666667, a novel mechanism for estimating glioblastoma tumor growth rates disease cancer medical disease medical cancer brain biology medical biology 
24030,430,google,google,,1,3,3,pronoun,,80,26.66666667, real time text to audio utilizing google glass device language sound compsci household computersci 
10200,219,hepatitis,hepatitis,,1,3,3,pronoun,,80,26.66666667, distinct genotypes and recombination in the hepatitis b virus gene disease infectious virus liver medical genetic gene organism microbiology genetics medical biology 
16149,939,hermit,hermit,,1,3,3,pronoun,,80,26.66666667, hermit crab shell selection organism marine crab crustacean organism marine crustacean ecology behavior biology 
2368,1546,hexapod,hexapod,,1,3,3,pronoun,,80,26.66666667, hexapod robot device electronics engineering mechanical robotics engineering 
16283,2360,homeopathic,homeopathic,,1,3,3,pronoun,,80,26.66666667, homeopathic remedies for parkinsons and alzheimers in c.elegans disease neuroscience medical disease neuroscience medical drug medical drug medical organism microbiology worm biochem medical biology 
30348,1408,hyaluronic,hyaluronic,,1,3,3,pronoun,,80,26.66666667, the effects of ascorbic and hyaluronic acid on zooxanthellae algae chemical chemical chemical nutrition vitamin organism marine microbiology organism plant microbiology biochem microbiology biology 
11662,157,hydroxyapatite,hydroxyapatite,,1,3,3,pronoun,,80,26.66666667, effect of hydroxyapatite and saliva on in vitro multi species bio films microbiology chemical chemical enzyme chemistry microbiology biology 
2290,442,ifn,ifn,,1,3,3,pronoun,,80,26.66666667, a novel interferon response pathway cellbio disease microbiology infectious medical virus infectious organ liver protein ifn genetics funda biology 
23157,2405,immunotherapy,immunotherapy,,1,3,3,pronoun,,80,26.66666667, potential role of brachyury in response to t cell based immunotherapy cellbio disease medical immune drug medical genetics cancer biology 
19024,1573,keychat,keychat,,1,3,3,pronoun,,80,26.66666667, keychat secure messaging via bitcoin app tool compsci finance compsci security computersci 
33522,716,kitchen,kitchen,,1,3,3,pronoun,,80,26.66666667, to fertilize or not to fertilize which kitchen scrap fertilizes best chemical agriculture chemical agriculture biochem agriculture biology 
2767,2209,koh,koh,,1,3,3,pronoun,,80,26.66666667, absorbing carbon dioxide with koh chemical chemical chemical inorganic pollute chemistry environment environment 
35891,732,lemons,lemon,,1,3,3,pronoun,,80,26.66666667, when life gives you lemons fruit plant organism chemistry chemistry 
35730,286,liposomes,liposomes,,1,3,3,pronoun,,80,26.66666667, what is the optimal pore size membrane in concentrating liposomes organ cellbio cell biology biology 
5042,24,locomotion,locomotion,,1,3,3,pronoun,,80,26.66666667, legged locomotion over rough terrain ground transportation mechanical robotics engineering 
28537,1643,lysozyme,lysozyme,,1,3,3,pronoun,,80,26.66666667, the effect of ginger and zingiberene on the lysozyme activity of the bombyx mori organism insect plant organism protein enzyme silkmoth biochem agriculture biology 
19896,706,massachusetts,massachusetts,,1,3,3,pronoun,,80,26.66666667, the journeys of surface contaminants off the coast of massachusetts location location marine pollute environment environment environment 
